Time (rjd) rv (km/s) err (km/s)
55125.727881 35.53788 0.00050 
55128.677184 35.53364 0.00051 
55132.672170 35.53575 0.00044 
55133.726967 35.53641 0.00054 
55135.624472 35.54342 0.00045 
55136.690239 35.54648 0.00065 
55139.585732 35.53264 0.00060 
55142.620244 35.53528 0.00065 
55143.631659 35.52923 0.00067 
55151.694827 35.52843 0.00048 
55153.650165 35.53639 0.00055 
55156.630744 35.52411 0.00106 
55160.621921 35.53008 0.00052 
55161.619721 35.52798 0.00074 
55349.912174 35.53404 0.00062 
55350.949040 35.52715 0.00070 
55351.941713 35.52050 0.00052 
55352.935047 35.52156 0.00052 
55353.955486 35.52173 0.00057 
55354.949932 35.52597 0.00061 
55355.919340 35.52818 0.00068 
55357.946100 35.52250 0.00079 
55358.928483 35.52082 0.00069 
55359.943460 35.52614 0.00065 
55372.929844 35.53892 0.00054 
55373.937747 35.53347 0.00080 
55375.902072 35.53158 0.00066 
55376.895057 35.53517 0.00060 
